Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,
UV,,Cond,,Conc B,,Run Log,,Fraction,,"UV_CUT_TEMP@100,BASEM",
ml,mAU,ml,mS/cm,ml,%,ml,Logbook,ml,Fraction,ml,mAU
29.550915,92.935112,,,,,,,,,,
29.551998,92.854469,,,,,,,,,,
29.55308,92.773712,,,,,,,,,,
29.554163,92.691574,,,,,,,,,,
29.555244,92.610603,,,,,,,,,,
29.556328,92.530258,,,,,,,,,,
29.557411,92.451714,,,,,,,,,,
29.558493,92.372009,,,,,,,,,,
29.559576,92.291031,,,,,,,,,,
29.560658,92.208839,,,,,,,,,,
29.561741,92.127327,,,,,,,,,,
29.562822,92.04689,,,,,,,,,,
29.563906,91.965866,,,,,,,,,,
29.564989,91.884445,,,,,,,,,,
29.566071,91.802612,,,,,,,,,,
29.567154,91.722015,,,,,,,,,,
29.568235,91.642166,,,,,,,,,,
29.569319,91.562988,,,,,,,,,,
29.5704,91.482513,,,,,,,,,,
29.571484,91.401512,,,,,,,,,,
29.572567,91.32061,,,,,,,,,,
29.573648,91.239349,,,,,,,,,,
29.574732,91.158058,,,,,,,,,,
29.575813,91.078445,,,,,,,,,,
29.576897,90.998734,,,,,,,,,,
29.57798,90.918983,,,,,,,,,,
29.579062,90.838837,,,,,,,,,,
29.580145,90.758148,,,,,,,,,,
29.581226,90.677261,,,,,,,,,,
29.58231,90.596252,,,,,,,,,,
29.583391,90.516045,,,,,,,,,,
29.584475,90.436409,,,,,,,,,,
29.585558,90.356308,,,,,,,,,,
29.586639,90.276421,,,,,,,,,,
29.587723,90.196548,,,,,,,,,,
29.588804,90.1175,,,,,,,,,,
29.589888,90.038383,,,,,,,,,,
29.590969,89.95929,,,,,,,,,,
29.592052,89.879303,,,,,,,,,,
29.593136,89.799553,,,,,,,,,,
29.594217,89.721397,,,,,,,,,,
29.595301,89.642082,,,,,,,,,,
29.596382,89.562523,,,,,,,,,,
29.597466,89.483101,,,,,,,,,,
29.598549,89.402969,,,,,,,,,,
29.59963,89.322678,,,,,,,,,,
29.600714,89.243446,,,,,,,,,,
29.601795,89.16449,,,,,,,,,,
29.602879,89.085526,,,,,,,,,,
29.60396,89.007584,,,,,,,,,,
29.605043,88.929222,,,,,,,,,,
29.606127,88.85054,,,,,,,,,,
29.607208,88.772339,,,,,,,,,,
29.608292,88.693527,,,,,,,,,,
29.609373,88.61412,,,,,,,,,,
29.610456,88.538132,,,,,,,,,,
29.611538,88.461998,,,,,,,,,,
29.612621,88.383469,,,,,,,,,,
29.613705,88.303917,,,,,,,,,,
29.614786,88.224686,,,,,,,,,,
29.61587,88.14772,,,,,,,,,,
29.616951,88.069954,,,,,,,,,,
29.618034,87.991493,,,,,,,,,,
29.619118,87.912598,,,,,,,,,,
29.620199,87.834618,,,,,,,,,,
29.621283,87.757065,,,,,,,,,,
29.622364,87.679535,,,,,,,,,,
29.623447,87.602318,,,,,,,,,,
29.624529,87.525696,,,,,,,,,,
29.625612,87.447945,,,,,,,,,,
29.626696,87.369705,,,,,,,,,,
29.627777,87.291008,,,,,,,,,,
29.62886,87.212448,,,,,,,,,,
29.629942,87.13443,,,,,,,,,,
29.631025,87.056953,,,,,,,,,,
29.632107,86.978943,,,,,,,,,,
29.63319,86.900757,,,,,,,,,,
29.634274,86.822884,,,,,,,,,,
29.635355,86.745636,,,,,,,,,,
29.636438,86.66848,,,,,,,,,,
29.63752,86.591698,,,,,,,,,,
29.638603,86.514397,,,,,,,,,,
29.639687,86.437019,,,,,,,,,,
29.640768,86.360596,,,,,,,,,,
29.641851,86.28331,,,,,,,,,,
29.642933,86.20575,,,,,,,,,,
29.644016,86.129593,,,,,,,,,,
29.645098,86.053215,,,,,,,,,,
29.646181,85.976357,,,,,,,,,,
29.647264,85.900337,,,,,,,,,,
29.648346,85.824562,,,,,,,,,,
29.649429,85.748787,,,,,,,,,,
29.650511,85.672112,,,,,,,,,,
29.651594,85.594978,,,,,,,,,,
29.652676,85.517624,,,,,,,,,,
29.653759,85.440422,,,,,,,,,,
29.654842,85.363594,,,,,,,,,,
29.655924,85.287689,,,,,,,,,,
29.657007,85.211632,,,,,,,,,,
29.658089,85.135727,,,,,,,,,,
29.659172,85.059792,,,,,,,,,,
29.660255,84.983223,,,,,,,,,,
29.661337,84.906593,,,,,,,,,,
29.66242,84.830566,,,,,,,,,,
29.663502,84.756287,,,,,,,,,,
29.664585,84.682915,,,,,,,,,,
29.665667,84.608414,,,,,,,,,,
29.66675,84.533447,,,,,,,,,,
29.667833,84.458122,,,,,,,,,,
29.668915,84.38353,,,,,,,,,,
29.669998,84.30851,,,,,,,,,,
29.67108,84.233093,,,,,,,,,,
29.672163,84.156769,,,,,,,,,,
29.673244,84.080742,,,,,,,,,,
29.674328,84.005203,,,,,,,,,,
29.675411,83.930138,,,,,,,,,,
29.676493,83.855286,,,,,,,,,,
29.677576,83.780128,,,,,,,,,,
29.678658,83.705383,,,,,,,,,,
29.679741,83.630569,,,,,,,,,,
29.680822,83.555679,,,,,,,,,,
29.681906,83.481087,,,,,,,,,,
29.682989,83.406639,,,,,,,,,,
29.684071,83.331367,,,,,,,,,,
29.685154,83.255936,,,,,,,,,,
29.686235,83.180656,,,,,,,,,,
29.687319,83.106216,,,,,,,,,,
29.688402,83.031853,,,,,,,,,,
29.689484,82.957703,,,,,,,,,,
29.690567,82.88266,,,,,,,,,,
29.691648,82.808189,,,,,,,,,,
29.692732,82.734268,,,,,,,,,,
29.693813,82.659935,,,,,,,,,,
29.694897,82.585762,,,,,,,,,,
29.69598,82.512314,,,,,,,,,,
29.697062,82.439728,,,,,,,,,,
29.698145,82.366714,,,,,,,,,,
29.699226,82.292351,,,,,,,,,,
29.70031,82.219093,,,,,,,,,,
29.701391,82.146446,,,,,,,,,,
29.702475,82.073738,,,,,,,,,,
29.703558,82.000244,,,,,,,,,,
29.704639,81.926476,,,,,,,,,,
29.705723,81.852654,,,,,,,,,,
29.706804,81.778519,,,,,,,,,,
29.707888,81.703964,,,,,,,,,,
29.708971,81.630501,,,,,,,,,,
29.710052,81.558022,,,,,,,,,,
29.711136,81.48629,,,,,,,,,,
29.712217,81.414146,,,,,,,,,,
29.713301,81.341347,,,,,,,,,,
29.714382,81.267975,,,,,,,,,,
29.715466,81.195045,,,,,,,,,,
29.716549,81.12291,,,,,,,,,,
29.71763,81.052246,,,,,,,,,,
29.718714,80.979553,,,,,,,,,,
29.719795,80.906502,,,,,,,,,,
29.720879,80.833603,,,,,,,,,,
29.72196,80.761208,,,,,,,,,,
29.723043,80.688835,,,,,,,,,,
29.724127,80.61631,,,,,,,,,,
29.725208,80.543594,,,,,,,,,,
29.726292,80.470558,,,,,,,,,,
29.727373,80.398468,,,,,,,,,,
29.728456,80.32605,,,,,,,,,,
29.72954,80.253418,,,,,,,,,,
29.730621,80.181648,,,,,,,,,,
29.731705,80.109566,,,,,,,,,,
29.732786,80.037361,,,,,,,,,,
29.73387,79.964485,,,,,,,,,,
29.734951,79.891609,,,,,,,,,,
29.736034,79.818481,,,,,,,,,,
29.737118,79.746468,,,,,,,,,,
29.738199,79.6745,,,,,,,,,,
29.739283,79.601685,,,,,,,,,,
29.740364,79.53009,,,,,,,,,,
29.741447,79.458633,,,,,,,,,,
29.742529,79.386986,,,,,,,,,,
29.743612,79.315605,,,,,,,,,,
29.744696,79.244156,,,,,,,,,,
29.745777,79.171249,,,,,,,,,,
29.746861,79.098724,,,,,,,,,,
29.747942,79.026726,,,,,,,,,,
29.749025,78.955612,,,,,,,,,,
29.750109,78.884384,,,,,,,,,,
29.75119,78.813179,,,,,,,,,,
29.752274,78.741638,,,,,,,,,,
29.753355,78.67028,,,,,,,,,,
29.754438,78.598877,,,,,,,,,,
29.75552,78.52916,,,,,,,,,,
29.756603,78.458977,,,,,,,,,,
29.757687,78.387993,,,,,,,,,,
29.758768,78.316902,,,,,,,,,,
29.759851,78.24556,,,,,,,,,,
29.760933,78.174171,,,,,,,,,,
29.762016,78.10289,,,,,,,,,,
29.763098,78.032013,,,,,,,,,,
29.764181,77.9617,,,,,,,,,,
29.765265,77.890739,,,,,,,,,,
29.766346,77.819603,,,,,,,,,,
29.767429,77.748299,,,,,,,,,,
29.768511,77.67791,,,,,,,,,,
29.769594,77.607864,,,,,,,,,,
29.770678,77.537773,,,,,,,,,,
29.771759,77.468437,,,,,,,,,,
29.772842,77.399544,,,,,,,,,,
29.773924,77.328987,,,,,,,,,,
29.775007,77.258736,,,,,,,,,,
29.776089,77.189362,,,,,,,,,,
29.777172,77.119354,,,,,,,,,,
29.778255,77.048973,,,,,,,,,,
29.779337,76.978127,,,,,,,,,,
29.78042,76.907021,,,,,,,,,,
29.781502,76.836525,,,,,,,,,,
29.782585,76.767326,,,,,,,,,,
29.783667,76.698158,,,,,,,,,,
29.78475,76.628761,,,,,,,,,,
29.785833,76.559029,,,,,,,,,,
29.786915,76.489326,,,,,,,,,,
29.787998,76.419434,,,,,,,,,,
29.78908,76.349548,,,,,,,,,,
29.790163,76.279282,,,,,,,,,,
29.791245,76.208992,,,,,,,,,,
29.792328,76.13974,,,,,,,,,,
29.793411,76.069862,,,,,,,,,,
29.794493,75.999489,,,,,,,,,,
29.795576,75.929642,,,,,,,,,,
29.796658,75.860268,,,,,,,,,,
29.797741,75.791214,,,,,,,,,,
29.798824,75.722,,,,,,,,,,
29.799906,75.652718,,,,,,,,,,
29.800989,75.583008,,,,,,,,,,
29.802071,75.514275,,,,,,,,,,
29.803154,75.445557,,,,,,,,,,
29.804235,75.376801,,,,,,,,,,
29.805319,75.308601,,,,,,,,,,
29.806402,75.240524,,,,,,,,,,
29.807484,75.172119,,,,,,,,,,
29.808567,75.103714,,,,,,,,,,
29.809649,75.035507,,,,,,,,,,
29.810732,74.967384,,,,,,,,,,
29.811813,74.899223,,,,,,,,,,
29.812897,74.830818,,,,,,,,,,
29.81398,74.762108,,,,,,,,,,
29.815062,74.693344,,,,,,,,,,
29.816145,74.624298,,,,,,,,,,
29.817226,74.556038,,,,,,,,,,
29.81831,74.488373,,,,,,,,,,
29.819393,74.421585,,,,,,,,,,
29.820475,74.353569,,,,,,,,,,
29.821558,74.285477,,,,,,,,,,
29.822639,74.217865,,,,,,,,,,
29.823723,74.149673,,,,,,,,,,
29.824804,74.082375,,,,,,,,,,
29.825888,74.017174,,,,,,,,,,
29.826971,73.949944,,,,,,,,,,
29.828053,73.882141,,,,,,,,,,
29.829136,73.81562,,,,,,,,,,
29.830217,73.748978,,,,,,,,,,
29.831301,73.682014,,,,,,,,,,
29.832382,73.614372,,,,,,,,,,
29.833466,73.546242,,,,,,,,,,
29.834549,73.477783,,,,,,,,,,
29.83563,73.410812,,,,,,,,,,
29.836714,73.343887,,,,,,,,,,
29.837795,73.277267,,,,,,,,,,
29.838879,73.209938,,,,,,,,,,
29.839962,73.142433,,,,,,,,,,
29.841043,73.074852,,,,,,,,,,
29.842127,73.006882,,,,,,,,,,
29.843208,72.939201,,,,,,,,,,
29.844292,72.871887,,,,,,,,,,
29.845373,72.804443,,,,,,,,,,
29.846457,72.736893,,,,,,,,,,
29.84754,72.669594,,,,,,,,,,
29.848621,72.602882,,,,,,,,,,
29.849705,72.536278,,,,,,,,,,
29.850786,72.469917,,,,,,,,,,
29.85187,72.40303,,,,,,,,,,
29.852951,72.336037,,,,,,,,,,
29.854034,72.269272,,,,,,,,,,
29.855118,72.202881,,,,,,,,,,
29.856199,72.136909,,,,,,,,,,
29.857283,72.071419,,,,,,,,,,
29.858364,72.005653,,,,,,,,,,
29.859447,71.939346,,,,,,,,,,
29.860531,71.873955,,,,,,,,,,
29.861612,71.808823,,,,,,,,,,
29.862696,71.743698,,,,,,,,,,
29.863777,71.677216,,,,,,,,,,
29.864861,71.610664,,,,,,,,,,
29.865942,71.544823,,,,,,,,,,
29.867025,71.478394,,,,,,,,,,
29.868109,71.411819,,,,,,,,,,
29.86919,71.345337,,,,,,,,,,
29.870274,71.279053,,,,,,,,,,
29.871355,71.213165,,,,,,,,,,
29.872438,71.147881,,,,,,,,,,
29.87352,71.083107,,,,,,,,,,
29.874603,71.018333,,,,,,,,,,
29.875687,70.952568,,,,,,,,,,
29.876768,70.887001,,,,,,,,,,
29.877851,70.821487,,,,,,,,,,
29.878933,70.759254,,,,,,,,,,
29.880016,70.695702,,,,,,,,,,
29.8811,70.630508,,,,,,,,,,
29.882181,70.564926,,,,,,,,,,
29.883265,70.499725,,,,,,,,,,
29.884346,70.435669,,,,,,,,,,
29.885429,70.371117,,,,,,,,,,
29.886511,70.306503,,,,,,,,,,
29.887594,70.241547,,,,,,,,,,
29.888678,70.176239,,,,,,,,,,
29.889759,70.111023,,,,,,,,,,
29.890842,70.046036,,,,,,,,,,
29.891924,69.981918,,,,,,,,,,
29.893007,69.917999,,,,,,,,,,
29.894089,69.853783,,,,,,,,,,
29.895172,69.78904,,,,,,,,,,
29.896255,69.724022,,,,,,,,,,
29.897337,69.65918,,,,,,,,,,
29.89842,69.594131,,,,,,,,,,
29.899502,69.529106,,,,,,,,,,
29.900585,69.465149,,,,,,,,,,
29.901669,69.400909,,,,,,,,,,
29.90275,69.336418,,,,,,,,,,
29.903833,69.272133,,,,,,,,,,
29.904915,69.207939,,,,,,,,,,
29.905998,69.143524,,,,,,,,,,
29.90708,69.079887,,,,,,,,,,
29.908163,69.015984,,,,,,,,,,
29.909246,68.951408,,,,,,,,,,
29.910328,68.887924,,,,,,,,,,
29.911411,68.824493,,,,,,,,,,
29.912493,68.760796,,,,,,,,,,
29.913576,68.696854,,,,,,,,,,
29.914658,68.63308,,,,,,,,,,
29.915741,68.569878,,,,,,,,,,
29.916824,68.506691,,,,,,,,,,
29.917906,68.443573,,,,,,,,,,
29.918989,68.379723,,,,,,,,,,
29.920071,68.316177,,,,,,,,,,
29.921154,68.252655,,,,,,,,,,
29.922235,68.18885,,,,,,,,,,
29.923319,68.125565,,,,,,,,,,
29.924402,68.062973,,,,,,,,,,
29.925484,68.000847,,,,,,,,,,
29.926567,67.938591,,,,,,,,,,
29.927649,67.876366,,,,,,,,,,
29.928732,67.814461,,,,,,,,,,
29.929815,67.752403,,,,,,,,,,
29.930897,67.689987,,,,,,,,,,
29.93198,67.628426,,,,,,,,,,
29.933062,67.567078,,,,,,,,,,
29.934145,67.504883,,,,,,,,,,
29.935226,67.442772,,,,,,,,,,
29.93631,67.380608,,,,,,,,,,
29.937393,67.319183,,,,,,,,,,
29.938475,67.256699,,,,,,,,,,
29.939558,67.193192,,,,,,,,,,
29.940639,67.129189,,,,,,,,,,
29.941723,67.066101,,,,,,,,,,
29.942804,67.00415,,,,,,,,,,
29.943888,66.941406,,,,,,,,,,
29.944971,66.878967,,,,,,,,,,
29.946053,66.817108,,,,,,,,,,
29.947136,66.755806,,,,,,,,,,
29.948217,66.69413,,,,,,,,,,
29.949301,66.631264,,,,,,,,,,
29.950384,66.568665,,,,,,,,,,
29.951466,66.506332,,,,,,,,,,
29.952549,66.444122,,,,,,,,,,
29.95363,66.382233,,,,,,,,,,
29.954714,66.320343,,,,,,,,,,
29.955795,66.258682,,,,,,,,,,
29.956879,66.196983,,,,,,,,,,
29.957962,66.135307,,,,,,,,,,
29.959044,66.073517,,,,,,,,,,
29.960127,66.011955,,,,,,,,,,
29.961208,65.950699,,,,,,,,,,
29.962292,65.888405,,,,,,,,,,
29.963373,65.82711,,,,,,,,,,
29.964457,65.766602,,,,,,,,,,
29.96554,65.705261,,,,,,,,,,
29.966621,65.643974,,,,,,,,,,
29.967705,65.582535,,,,,,,,,,
29.968786,65.521652,,,,,,,,,,
29.96987,65.460793,,,,,,,,,,
29.970953,65.400055,,,,,,,,,,
29.972034,65.339317,,,,,,,,,,
29.973118,65.278198,,,,,,,,,,
29.974199,65.216545,,,,,,,,,,
29.975283,65.15448,,,,,,,,,,
29.976364,65.092819,,,,,,,,,,
29.977448,65.032501,,,,,,,,,,
29.978531,64.97213,,,,,,,,,,
29.979612,64.911797,,,,,,,,,,
29.980696,64.851036,,,,,,,,,,
29.981777,64.79026,,,,,,,,,,
29.982861,64.729401,,,,,,,,,,
29.983942,64.670082,,,,,,,,,,
29.985025,64.611237,,,,,,,,,,
29.986109,64.55291,,,,,,,,,,
29.98719,64.492355,,,,,,,,,,
29.988274,64.431664,,,,,,,,,,
29.989355,64.371315,,,,,,,,,,
29.990438,64.311737,,,,,,,,,,
29.991522,64.251945,,,,,,,,,,
29.992603,64.191399,,,,,,,,,,
29.993687,64.129791,,,,,,,,,,
29.994768,64.068474,,,,,,,,,,
29.995852,64.008507,,,,,,,,,,
29.996933,63.949215,,,,,,,,,,
29.998016,63.889977,,,,,,,,,,
29.9991,63.830345,,,,,,,,,,
30.000181,63.770332,,,,,,,,,,
30.001265,63.709919,,,,,,,,,,
30.002346,63.649658,,,,,,,,,,
30.003429,63.589386,,,,,,,,,,
30.004511,63.52932,,,,,,,,,,
30.005594,63.470211,,,,,,,,,,
30.006678,63.41077,,,,,,,,,,
30.007759,63.351067,,,,,,,,,,
30.008842,63.291801,,,,,,,,,,
30.009924,63.232422,,,,,,,,,,
30.011007,63.172558,,,,,,,,,,
30.012091,63.113163,,,,,,,,,,
30.013172,63.054024,,,,,,,,,,
30.014256,62.994938,,,,,,,,,,
30.015337,62.936577,,,,,,,,,,
30.01642,62.87817,,,,,,,,,,
30.017502,62.819515,,,,,,,,,,
30.018585,62.761169,,,,,,,,,,
30.019669,62.702797,,,,,,,,,,
30.02075,62.643276,,,,,,,,,,
30.021833,62.584515,,,,,,,,,,
30.022915,62.526482,,,,,,,,,,
30.023998,62.469391,,,,,,,,,,
30.02508,62.411556,,,,,,,,,,
30.026163,62.352913,,,,,,,,,,
30.027246,62.294243,,,,,,,,,,
30.028328,62.23534,,,,,,,,,,
30.029411,62.175926,,,,,,,,,,
30.030493,62.116844,,,,,,,,,,
30.031576,62.058346,,,,,,,,,,
30.03266,62.000877,,,,,,,,,,
30.033741,61.942974,,,,,,,,,,
30.034824,61.884834,,,,,,,,,,
30.035906,61.826721,,,,,,,,,,
30.036989,61.768288,,,,,,,,,,
30.038071,61.710308,,,,,,,,,,
30.039154,61.653557,,,,,,,,,,
30.040237,61.59634,,,,,,,,,,
30.041319,61.538979,,,,,,,,,,
30.042402,61.481583,,,,,,,,,,
30.043484,61.424294,,,,,,,,,,
30.044567,61.366924,,,,,,,,,,
30.045649,61.310223,,,,,,,,,,
30.046732,61.252274,,,,,,,,,,
30.047815,61.193085,,,,,,,,,,
30.048897,61.135269,,,,,,,,,,
30.04998,61.077713,,,,,,,,,,
30.051062,61.020683,,,,,,,,,,
30.052145,60.963936,,,,,,,,,,
30.053226,60.906937,,,,,,,,,,
30.05431,60.849014,,,,,,,,,,
30.055393,60.790752,,,,,,,,,,
30.056475,60.732891,,,,,,,,,,
30.057558,60.676018,,,,,,,,,,
30.05864,60.618935,,,,,,,,,,
30.059723,60.561565,,,,,,,,,,
30.060806,60.503895,,,,,,,,,,
30.061888,60.446579,,,,,,,,,,
30.062971,60.389343,,,,,,,,,,
30.064053,60.332554,,,,,,,,,,
30.065136,60.276077,,,,,,,,,,
30.066217,60.219971,,,,,,,,,,
30.067301,60.162949,,,,,,,,,,
30.068384,60.105862,,,,,,,,,,
30.069466,60.048805,,,,,,,,,,
30.070549,59.992146,,,,,,,,,,
30.07163,59.935825,,,,,,,,,,
30.072714,59.8797,,,,,,,,,,
30.073795,59.822945,,,,,,,,,,
30.074879,59.766308,,,,,,,,,,
30.075962,59.710251,,,,,,,,,,
30.077044,59.654907,,,,,,,,,,
30.078127,59.599152,,,,,,,,,,
30.079208,59.542305,,,,,,,,,,
30.080292,59.48632,,,,,,,,,,
30.081375,59.430542,,,,,,,,,,
30.082457,59.374332,,,,,,,,,,
30.08354,59.318275,,,,,,,,,,
30.084621,59.262451,,,,,,,,,,
30.085705,59.206566,,,,,,,,,,
30.086786,59.151047,,,,,,,,,,
30.08787,59.095566,,,,,,,,,,
30.088953,59.039131,,,,,,,,,,
30.090034,58.983112,,,,,,,,,,
30.091118,58.927284,,,,,,,,,,
30.092199,58.872578,,,,,,,,,,
30.093283,58.817688,,,,,,,,,,
30.094364,58.762749,,,,,,,,,,
30.095448,58.707043,,,,,,,,,,
30.096531,58.651482,,,,,,,,,,
30.097612,58.596645,,,,,,,,,,
30.098696,58.541248,,,,,,,,,,
30.099777,58.485622,,,,,,,,,,
30.100861,58.429276,,,,,,,,,,
30.101944,58.373383,,,,,,,,,,
30.103025,58.317848,,,,,,,,,,
30.104109,58.262531,,,,,,,,,,
30.10519,58.207668,,,,,,,,,,
30.106274,58.152931,,,,,,,,,,
30.107355,58.098255,,,,,,,,,,
30.108438,58.043262,,,,,,,,,,
30.109522,57.988087,,,,,,,,,,
30.110603,57.932709,,,,,,,,,,
30.111687,57.877312,,,,,,,,,,
30.112768,57.822098,,,,,,,,,,
30.113852,57.767052,,,,,,,,,,
30.114933,57.712311,,,,,,,,,,
30.116016,57.657757,,,,,,,,,,
30.1171,57.602856,,,,,,,,,,
30.118181,57.547989,,,,,,,,,,
30.119265,57.493027,,,,,,,,,,
30.120346,57.438862,,,,,,,,,,
30.121429,57.38488,,,,,,,,,,
30.122513,57.331154,,,,,,,,,,
30.123594,57.276127,,,,,,,,,,
30.124678,57.220802,,,,,,,,,,
30.125759,57.167313,,,,,,,,,,
30.126842,57.113403,,,,,,,,,,
30.127924,57.059395,,,,,,,,,,
30.129007,57.005161,,,,,,,,,,
30.130091,56.95145,,,,,,,,,,
30.131172,56.898216,,,,,,,,,,
30.132256,56.844357,,,,,,,,,,
30.133337,56.790039,,,,,,,,,,
30.13442,56.735062,,,,,,,,,,
30.135502,56.680595,,,,,,,,,,
30.136585,56.62608,,,,,,,,,,
30.137669,56.571613,,,,,,,,,,
30.13875,56.518124,,,,,,,,,,
30.139833,56.464531,,,,,,,,,,
30.140915,56.410801,,,,,,,,,,
30.141998,56.357384,,,,,,,,,,
30.143082,56.303795,,,,,,,,,,
30.144163,56.249577,,,,,,,,,,
30.145247,56.195869,,,,,,,,,,
30.146328,56.142811,,,,,,,,,,
30.147411,56.091164,,,,,,,,,,
30.148493,56.038219,,,,,,,,,,
30.149576,55.984283,,,,,,,,,,
30.15066,55.931229,,,,,,,,,,
30.151741,55.878376,,,,,,,,,,
30.152824,55.825531,,,,,,,,,,
30.153906,55.77219,,,,,,,,,,
30.154989,55.718761,,,,,,,,,,
30.156071,55.665459,,,,,,,,,,
30.157154,55.613003,,,,,,,,,,
30.158237,55.560448,,,,,,,,,,
30.159319,55.507648,,,,,,,,,,
30.160402,55.455147,,,,,,,,,,
30.161484,55.402531,,,,,,,,,,
30.162567,55.349113,,,,,,,,,,
30.163651,55.295471,,,,,,,,,,
30.164732,55.241955,,,,,,,,,,
30.165815,55.188732,,,,,,,,,,
30.166897,55.136181,,,,,,,,,,
30.16798,55.083851,,,,,,,,,,
30.169062,55.031826,,,,,,,,,,
30.170145,54.979404,,,,,,,,,,
30.171228,54.92683,,,,,,,,,,
30.17231,54.875031,,,,,,,,,,
30.173393,54.822758,,,,,,,,,,
30.174475,54.770229,,,,,,,,,,
30.175558,54.717846,,,,,,,,,,
30.17664,54.665646,,,,,,,,,,
30.177723,54.613464,,,,,,,,,,
30.178806,54.56134,,,,,,,,,,
30.179888,54.509312,,,,,,,,,,
30.180971,54.457176,,,,,,,,,,
30.182053,54.405632,,,,,,,,,,
30.183136,54.354378,,,,,,,,,,
30.184217,54.303856,,,,,,,,,,
30.185301,54.252151,,,,,,,,,,
30.186384,54.200138,,,,,,,,,,
30.187466,54.148354,,,,,,,,,,
30.188549,54.096508,,,,,,,,,,
30.189631,54.044655,,,,,,,,,,
30.190714,53.992073,,,,,,,,,,
30.191797,53.940105,,,,,,,,,,
30.192879,53.888653,,,,,,,,,,
30.193962,53.837547,,,,,,,,,,
30.195044,53.786922,,,,,,,,,,
30.196127,53.73653,,,,,,,,,,
30.197208,53.685833,,,,,,,,,,
30.198292,53.634632,,,,,,,,,,
30.199375,53.582966,,,,,,,,,,
30.200457,53.53352,,,,,,,,,,
30.20154,53.483833,,,,,,,,,,
30.202621,53.433582,,,,,,,,,,
30.203705,53.382771,,,,,,,,,,
30.204786,53.331833,,,,,,,,,,
30.20587,53.28054,,,,,,,,,,
30.206953,53.229591,,,,,,,,,,
30.208035,53.178829,,,,,,,,,,
30.209118,53.127831,,,,,,,,,,
30.210199,53.076546,,,,,,,,,,
30.211283,53.025158,,,,,,,,,,
30.212366,52.975277,,,,,,,,,,
30.213448,52.924934,,,,,,,,,,
30.214531,52.8741,,,,,,,,,,
30.215612,52.823578,,,,,,,,,,
30.216696,52.77282,,,,,,,,,,
30.217777,52.722012,,,,,,,,,,
30.218861,52.671379,,,,,,,,,,
30.219944,52.621201,,,,,,,,,,
30.221025,52.571716,,,,,,,,,,
30.222109,52.521187,,,,,,,,,,
30.22319,52.470749,,,,,,,,,,
30.224274,52.420422,,,,,,,,,,
30.225355,52.370296,,,,,,,,,,
30.226439,52.320179,,,,,,,,,,
30.227522,52.27026,,,,,,,,,,
30.228603,52.220356,,,,,,,,,,
30.229687,52.170471,,,,,,,,,,
30.230768,52.121181,,,,,,,,,,
30.231852,52.071461,,,,,,,,,,
30.232935,52.021572,,,,,,,,,,
30.234016,51.971775,,,,,,,,,,
30.2351,51.92218,,,,,,,,,,
30.236181,51.872925,,,,,,,,,,
30.237265,51.824467,,,,,,,,,,
30.238346,51.775448,,,,,,,,,,
30.239429,51.725758,,,,,,,,,,
30.240513,51.676319,,,,,,,,,,
30.241594,51.626438,,,,,,,,,,
30.242678,51.575832,,,,,,,,,,
30.243759,51.526127,,,,,,,,,,
30.244843,51.476963,,,,,,,,,,
30.245924,51.42878,,,,,,,,,,
30.247007,51.380222,,,,,,,,,,
30.248091,51.331596,,,,,,,,,,
30.249172,51.283035,,,,,,,,,,
30.250256,51.233551,,,,,,,,,,
30.251337,51.184135,,,,,,,,,,
30.25242,51.135422,,,,,,,,,,
30.253504,51.087887,,,,,,,,,,
30.254585,51.040768,,,,,,,,,,
30.255669,50.991291,,,,,,,,,,
30.25675,50.942329,,,,,,,,,,
30.257833,50.893639,,,,,,,,,,
30.258915,50.845112,,,,,,,,,,
30.259998,50.796402,,,,,,,,,,
30.261082,50.747589,,,,,,,,,,
30.262163,50.698296,,,,,,,,,,
30.263247,50.649231,,,,,,,,,,
30.264328,50.600803,,,,,,,,,,
30.265411,50.551956,,,,,,,,,,
30.266493,50.503159,,,,,,,,,,
30.267576,50.454319,,,,,,,,,,
30.26866,50.40554,,,,,,,,,,
30.269741,50.356789,,,,,,,,,,
30.270824,50.307728,,,,,,,,,,
30.271906,50.258884,,,,,,,,,,
30.272989,50.210083,,,,,,,,,,
30.274073,50.16169,,,,,,,,,,
30.275154,50.112846,,,,,,,,,,
30.276237,50.063702,,,,,,,,,,
30.277319,50.015507,,,,,,,,,,
30.278402,49.96719,,,,,,,,,,
30.279484,49.918919,,,,,,,,,,
30.280567,49.870193,,,,,,,,,,
30.281651,49.821934,,,,,,,,,,
30.282732,49.77425,,,,,,,,,,
30.283815,49.72567,,,,,,,,,,
30.284897,49.677483,,,,,,,,,,
30.28598,49.629715,,,,,,,,,,
30.287062,49.58213,,,,,,,,,,
30.288145,49.534687,,,,,,,,,,
30.289228,49.487656,,,,,,,,,,
30.29031,49.439877,,,,,,,,,,
30.291393,49.391792,,,,,,,,,,
30.292475,49.343765,,,,,,,,,,
30.293558,49.296169,,,,,,,,,,
30.29464,49.248665,,,,,,,,,,
30.295723,49.200233,,,,,,,,,,
30.296806,49.152107,,,,,,,,,,
30.297888,49.104237,,,,,,,,,,
30.298971,49.056393,,,,,,,,,,
30.300053,49.009361,,,,,,,,,,
