Airport Name,Minutes of Delay per Flight,Carrier Name,Date,Minutes of Delay,Number of Flights,Ontime Category
Logan International,64,Alaska,3/1/2013,164,2.56,Delayed by Carrier
Logan International,26,Alaska,4/1/2013,141,5.43,Delayed by Carrier
Logan International,36,Alaska,5/1/2013,162,4.49,Delayed by Carrier
Logan International,32,Alaska,6/1/2013,164,5.09,Delayed by Carrier
Logan International,59,Alaska,7/1/2013,436,7.35,Delayed by Carrier
Logan International,30,Alaska,8/1/2013,143,4.82,Delayed by Carrier
Logan International,72,Alaska,9/1/2013,371,5.14,Delayed by Carrier
Logan International,29,Alaska,10/1/2013,39,1.33,Delayed by Carrier
Logan International,133,Alaska,11/1/2013,133,1,Delayed by Carrier
Los Angeles International,62,Alaska,1/1/2013,909,14.56,Delayed by Carrier
Los Angeles International,50,Alaska,2/1/2013,589,11.84,Delayed by Carrier
Los Angeles International,60,Alaska,3/1/2013,1091,18.31,Delayed by Carrier
Los Angeles International,78,Alaska,4/1/2013,712,9.1,Delayed by Carrier
Los Angeles International,43,Alaska,5/1/2013,440,10.12,Delayed by Carrier
Los Angeles International,36,Alaska,6/1/2013,1042,29.09,Delayed by Carrier
Los Angeles International,57,Alaska,7/1/2013,1318,23.23,Delayed by Carrier
Los Angeles International,66,Alaska,8/1/2013,1719,26.09,Delayed by Carrier
Los Angeles International,60,Alaska,9/1/2013,1195,19.96,Delayed by Carrier
Los Angeles International,41,Alaska,10/1/2013,485,11.89,Delayed by Carrier
Los Angeles International,42,Alaska,11/1/2013,847,20.19,Delayed by Carrier
McCarran International,58,Alaska,1/1/2013,497,8.59,Delayed by Carrier
McCarran International,48,Alaska,2/1/2013,565,11.75,Delayed by Carrier
McCarran International,41,Alaska,3/1/2013,745,18.12,Delayed by Carrier
McCarran International,59,Alaska,4/1/2013,581,9.88,Delayed by Carrier
McCarran International,46,Alaska,5/1/2013,502,10.82,Delayed by Carrier
McCarran International,39,Alaska,6/1/2013,357,9.16,Delayed by Carrier
McCarran International,57,Alaska,7/1/2013,1157,20.15,Delayed by Carrier
McCarran International,42,Alaska,8/1/2013,642,15.41,Delayed by Carrier
McCarran International,65,Alaska,9/1/2013,956,14.68,Delayed by Carrier
McCarran International,48,Alaska,10/1/2013,795,16.41,Delayed by Carrier
McCarran International,61,Alaska,11/1/2013,460,7.53,Delayed by Carrier
Minneapolis-St Paul International,33,Alaska,1/1/2013,45,1.38,Delayed by Carrier
Minneapolis-St Paul International,41,Alaska,2/1/2013,40,0.98,Delayed by Carrier
Minneapolis-St Paul International,23,Alaska,3/1/2013,23,1,Delayed by Carrier
Minneapolis-St Paul International,38,Alaska,4/1/2013,202,5.29,Delayed by Carrier
Minneapolis-St Paul International,25,Alaska,5/1/2013,15,0.61,Delayed by Carrier
Minneapolis-St Paul International,16,Alaska,6/1/2013,16,1,Delayed by Carrier
Minneapolis-St Paul International,23,Alaska,7/1/2013,16,0.7,Delayed by Carrier
Minneapolis-St Paul International,110,Alaska,8/1/2013,536,4.87,Delayed by Carrier
Minneapolis-St Paul International,37,Alaska,9/1/2013,37,1,Delayed by Carrier
Minneapolis-St Paul International,23,Alaska,10/1/2013,25,1.07,Delayed by Carrier
Minneapolis-St Paul International,26,Alaska,11/1/2013,94,3.67,Delayed by Carrier
Newark Liberty International,17,Alaska,1/1/2013,22,1.29,Delayed by Carrier
Newark Liberty International,35,Alaska,2/1/2013,35,1,Delayed by Carrier
Newark Liberty International,53,Alaska,3/1/2013,171,3.23,Delayed by Carrier
Newark Liberty International,28,Alaska,4/1/2013,89,3.15,Delayed by Carrier
Newark Liberty International,29,Alaska,5/1/2013,29,1,Delayed by Carrier
Newark Liberty International,31,Alaska,6/1/2013,54,1.74,Delayed by Carrier
Newark Liberty International,,Alaska,7/1/2013,0,0,Delayed by Carrier
Newark Liberty International,95,Alaska,8/1/2013,189,2,Delayed by Carrier
Newark Liberty International,28,Alaska,9/1/2013,28,1,Delayed by Carrier
Newark Liberty International,50,Alaska,10/1/2013,149,3,Delayed by Carrier
Newark Liberty International,55,Alaska,11/1/2013,63,1.15,Delayed by Carrier
Orlando International,16,Alaska,1/1/2013,16,1,Delayed by Carrier
Orlando International,67,Alaska,2/1/2013,64,0.96,Delayed by Carrier
Orlando International,,Alaska,3/1/2013,0,0,Delayed by Carrier
Orlando International,18,Alaska,4/1/2013,18,1,Delayed by Carrier
Orlando International,18,Alaska,5/1/2013,35,2,Delayed by Carrier
Orlando International,69,Alaska,6/1/2013,245,3.55,Delayed by Carrier
Orlando International,42,Alaska,7/1/2013,168,4.04,Delayed by Carrier
Orlando International,64,Alaska,8/1/2013,86,1.34,Delayed by Carrier
Orlando International,47,Alaska,9/1/2013,129,2.73,Delayed by Carrier
Orlando International,51,Alaska,10/1/2013,51,1,Delayed by Carrier
Orlando International,20,Alaska,11/1/2013,33,1.63,Delayed by Carrier
Phoenix Sky Harbor International,43,Alaska,1/1/2013,683,15.78,Delayed by Carrier
Phoenix Sky Harbor International,84,Alaska,2/1/2013,415,4.94,Delayed by Carrier
Phoenix Sky Harbor International,60,Alaska,3/1/2013,575,9.62,Delayed by Carrier
Phoenix Sky Harbor International,51,Alaska,4/1/2013,245,4.81,Delayed by Carrier
Phoenix Sky Harbor International,38,Alaska,5/1/2013,273,7.23,Delayed by Carrier
Phoenix Sky Harbor International,36,Alaska,6/1/2013,224,6.23,Delayed by Carrier
Phoenix Sky Harbor International,50,Alaska,7/1/2013,415,8.27,Delayed by Carrier
Phoenix Sky Harbor International,51,Alaska,8/1/2013,738,14.59,Delayed by Carrier
Phoenix Sky Harbor International,45,Alaska,9/1/2013,755,16.93,Delayed by Carrier
Phoenix Sky Harbor International,22,Alaska,10/1/2013,70,3.22,Delayed by Carrier
Phoenix Sky Harbor International,51,Alaska,11/1/2013,505,9.88,Delayed by Carrier
Salt Lake City International,38,Alaska,4/1/2013,67,1.77,Delayed by Carrier
Salt Lake City International,,Alaska,5/1/2013,0,0,Delayed by Carrier
Salt Lake City International,18,Alaska,6/1/2013,24,1.3,Delayed by Carrier
Salt Lake City International,113,Alaska,7/1/2013,113,1,Delayed by Carrier
Salt Lake City International,21,Alaska,8/1/2013,38,1.8,Delayed by Carrier
Salt Lake City International,20,Alaska,9/1/2013,20,1,Delayed by Carrier
Salt Lake City International,20,Alaska,10/1/2013,39,2,Delayed by Carrier
Salt Lake City International,16,Alaska,11/1/2013,16,1,Delayed by Carrier
San Francisco International,51,Alaska,1/1/2013,480,9.34,Delayed by Carrier
San Francisco International,53,Alaska,2/1/2013,522,9.94,Delayed by Carrier
San Francisco International,90,Alaska,3/1/2013,1107,12.28,Delayed by Carrier
San Francisco International,81,Alaska,4/1/2013,997,12.25,Delayed by Carrier
San Francisco International,101,Alaska,5/1/2013,780,7.69,Delayed by Carrier
San Francisco International,55,Alaska,6/1/2013,636,11.52,Delayed by Carrier
San Francisco International,48,Alaska,7/1/2013,701,14.6,Delayed by Carrier
San Francisco International,52,Alaska,8/1/2013,554,10.59,Delayed by Carrier
San Francisco International,76,Alaska,9/1/2013,1164,15.27,Delayed by Carrier
San Francisco International,67,Alaska,10/1/2013,487,7.28,Delayed by Carrier
San Francisco International,88,Alaska,11/1/2013,686,7.81,Delayed by Carrier
Seattle/Tacoma International,76,Alaska,1/1/2013,7682,100.77,Delayed by Carrier
Seattle/Tacoma International,75,Alaska,2/1/2013,6092,81.6,Delayed by Carrier
Seattle/Tacoma International,62,Alaska,3/1/2013,5375,86.18,Delayed by Carrier
Seattle/Tacoma International,75,Alaska,4/1/2013,6163,82.66,Delayed by Carrier
Seattle/Tacoma International,53,Alaska,5/1/2013,4048,77.05,Delayed by Carrier
Seattle/Tacoma International,57,Alaska,6/1/2013,6157,108.81,Delayed by Carrier
Seattle/Tacoma International,64,Alaska,7/1/2013,8308,130.05,Delayed by Carrier
Seattle/Tacoma International,70,Alaska,8/1/2013,8823,126.31,Delayed by Carrier
Seattle/Tacoma International,65,Alaska,9/1/2013,6172,95.45,Delayed by Carrier
Seattle/Tacoma International,75,Alaska,10/1/2013,5779,76.63,Delayed by Carrier
Seattle/Tacoma International,57,Alaska,11/1/2013,4958,86.66,Delayed by Carrier
Baltimore/Washington International,44,American,1/1/2013,884,20.23,Delayed by Carrier
Baltimore/Washington International,41,American,2/1/2013,684,16.77,Delayed by Carrier
Baltimore/Washington International,40,American,3/1/2013,599,15.12,Delayed by Carrier
Baltimore/Washington International,63,American,4/1/2013,1479,23.58,Delayed by Carrier
Baltimore/Washington International,59,American,5/1/2013,1297,22.01,Delayed by Carrier
Baltimore/Washington International,53,American,6/1/2013,1337,25.44,Delayed by Carrier
Baltimore/Washington International,42,American,7/1/2013,805,19.09,Delayed by Carrier
Baltimore/Washington International,37,American,8/1/2013,892,24.43,Delayed by Carrier
Baltimore/Washington International,56,American,9/1/2013,1228,21.89,Delayed by Carrier
Baltimore/Washington International,51,American,10/1/2013,811,15.98,Delayed by Carrier
Baltimore/Washington International,47,American,11/1/2013,929,19.69,Delayed by Carrier
Charlotte Douglas International,35,American,1/1/2013,458,13.07,Delayed by Carrier
Charlotte Douglas International,39,American,2/1/2013,359,9.31,Delayed by Carrier
Charlotte Douglas International,49,American,3/1/2013,883,17.99,Delayed by Carrier
Charlotte Douglas International,76,American,4/1/2013,1175,15.37,Delayed by Carrier
Charlotte Douglas International,44,American,5/1/2013,537,12.1,Delayed by Carrier
Charlotte Douglas International,33,American,6/1/2013,484,14.6,Delayed by Carrier
Charlotte Douglas International,47,American,7/1/2013,1039,22.31,Delayed by Carrier
Charlotte Douglas International,42,American,8/1/2013,583,13.77,Delayed by Carrier
Charlotte Douglas International,49,American,9/1/2013,1468,29.81,Delayed by Carrier
Charlotte Douglas International,51,American,10/1/2013,1249,24.44,Delayed by Carrier
Charlotte Douglas International,43,American,11/1/2013,738,17.13,Delayed by Carrier
Chicago O'Hare International,81,American,1/1/2013,13824,171.51,Delayed by Carrier
Chicago O'Hare International,84,American,2/1/2013,11942,141.35,Delayed by Carrier
Chicago O'Hare International,62,American,3/1/2013,9177,148.08,Delayed by Carrier
Chicago O'Hare International,99,American,4/1/2013,20319,204.47,Delayed by Carrier
Chicago O'Hare International,69,American,5/1/2013,11414,165.38,Delayed by Carrier
Chicago O'Hare International,101,American,6/1/2013,23043,227.67,Delayed by Carrier
Chicago O'Hare International,55,American,7/1/2013,10866,197.64,Delayed by Carrier
Chicago O'Hare International,72,American,8/1/2013,10126,140.92,Delayed by Carrier
Chicago O'Hare International,65,American,9/1/2013,7118,109.12,Delayed by Carrier
Chicago O'Hare International,79,American,10/1/2013,11990,151.62,Delayed by Carrier
Chicago O'Hare International,85,American,11/1/2013,13702,160.62,Delayed by Carrier
Dallas/Fort Worth International,73,American,1/1/2013,34386,470.16,Delayed by Carrier
Dallas/Fort Worth International,96,American,2/1/2013,39348,407.83,Delayed by Carrier
Dallas/Fort Worth International,84,American,3/1/2013,31222,371.55,Delayed by Carrier
Dallas/Fort Worth International,103,American,4/1/2013,58810,572.38,Delayed by Carrier
Dallas/Fort Worth International,99,American,5/1/2013,47568,479.25,Delayed by Carrier
Dallas/Fort Worth International,100,American,6/1/2013,62101,624.13,Delayed by Carrier
Dallas/Fort Worth International,91,American,7/1/2013,51650,570.36,Delayed by Carrier
Dallas/Fort Worth International,80,American,8/1/2013,37672,473.6,Delayed by Carrier
Dallas/Fort Worth International,93,American,9/1/2013,31785,340.18,Delayed by Carrier
Dallas/Fort Worth International,84,American,10/1/2013,31748,377.45,Delayed by Carrier
Dallas/Fort Worth International,96,American,11/1/2013,35521,371.81,Delayed by Carrier
Denver International,45,American,1/1/2013,1566,34.89,Delayed by Carrier
Denver International,50,American,2/1/2013,2098,42.21,Delayed by Carrier
Denver International,49,American,3/1/2013,1524,31.3,Delayed by Carrier
Denver International,63,American,4/1/2013,1951,30.83,Delayed by Carrier
Denver International,55,American,5/1/2013,2291,41.76,Delayed by Carrier
Denver International,49,American,6/1/2013,2417,49.25,Delayed by Carrier
Denver International,46,American,7/1/2013,2506,54.94,Delayed by Carrier
Denver International,40,American,8/1/2013,1831,45.94,Delayed by Carrier
Denver International,51,American,9/1/2013,1543,30.36,Delayed by Carrier
Denver International,44,American,10/1/2013,1779,40.17,Delayed by Carrier
Denver International,37,American,11/1/2013,957,26.01,Delayed by Carrier
Detroit Metro Wayne County,42,American,1/1/2013,489,11.64,Delayed by Carrier
Detroit Metro Wayne County,47,American,2/1/2013,556,11.85,Delayed by Carrier
Detroit Metro Wayne County,35,American,3/1/2013,543,15.63,Delayed by Carrier
Detroit Metro Wayne County,50,American,4/1/2013,976,19.51,Delayed by Carrier
Detroit Metro Wayne County,38,American,5/1/2013,835,21.83,Delayed by Carrier
Detroit Metro Wayne County,54,American,6/1/2013,1614,29.96,Delayed by Carrier
Detroit Metro Wayne County,53,American,7/1/2013,1361,25.82,Delayed by Carrier
Detroit Metro Wayne County,43,American,8/1/2013,1120,26.22,Delayed by Carrier
Detroit Metro Wayne County,52,American,9/1/2013,720,13.97,Delayed by Carrier
Detroit Metro Wayne County,68,American,10/1/2013,766,11.32,Delayed by Carrier
Detroit Metro Wayne County,42,American,11/1/2013,455,10.96,Delayed by Carrier
George Bush Intercontinental,43,American,1/1/2013,1036,24.31,Delayed by Carrier
George Bush Intercontinental,49,American,2/1/2013,804,16.27,Delayed by Carrier
George Bush Intercontinental,54,American,3/1/2013,881,16.38,Delayed by Carrier
George Bush Intercontinental,65,American,4/1/2013,2195,33.56,Delayed by Carrier
George Bush Intercontinental,52,American,5/1/2013,1825,35.37,Delayed by Carrier
George Bush Intercontinental,67,American,6/1/2013,2635,39.22,Delayed by Carrier
George Bush Intercontinental,53,American,7/1/2013,1784,33.8,Delayed by Carrier
George Bush Intercontinental,40,American,8/1/2013,1383,34.36,Delayed by Carrier
George Bush Intercontinental,47,American,9/1/2013,1850,38.96,Delayed by Carrier
George Bush Intercontinental,41,American,10/1/2013,1778,43.08,Delayed by Carrier
George Bush Intercontinental,41,American,11/1/2013,1734,42.06,Delayed by Carrier
Hartsfield-Jackson Atlanta,45,American,1/1/2013,1797,39.89,Delayed by Carrier
Hartsfield-Jackson Atlanta,45,American,2/1/2013,938,20.65,Delayed by Carrier
Hartsfield-Jackson Atlanta,46,American,3/1/2013,857,18.49,Delayed by Carrier
Hartsfield-Jackson Atlanta,71,American,4/1/2013,2217,31.4,Delayed by Carrier
Hartsfield-Jackson Atlanta,51,American,5/1/2013,1814,35.39,Delayed by Carrier
Hartsfield-Jackson Atlanta,60,American,6/1/2013,2147,35.69,Delayed by Carrier
Hartsfield-Jackson Atlanta,66,American,7/1/2013,2484,37.43,Delayed by Carrier
Hartsfield-Jackson Atlanta,41,American,8/1/2013,951,23.44,Delayed by Carrier
Hartsfield-Jackson Atlanta,51,American,9/1/2013,1493,29.54,Delayed by Carrier
Hartsfield-Jackson Atlanta,44,American,10/1/2013,1238,28.11,Delayed by Carrier
Hartsfield-Jackson Atlanta,42,American,11/1/2013,1134,26.89,Delayed by Carrier
John F. Kennedy International,81,American,1/1/2013,5364,66.13,Delayed by Carrier
John F. Kennedy International,44,American,2/1/2013,2270,51.18,Delayed by Carrier
John F. Kennedy International,117,American,3/1/2013,6681,57.23,Delayed by Carrier
John F. Kennedy International,93,American,4/1/2013,6083,65.13,Delayed by Carrier
John F. Kennedy International,66,American,5/1/2013,3562,54.25,Delayed by Carrier
John F. Kennedy International,83,American,6/1/2013,3440,41.34,Delayed by Carrier
John F. Kennedy International,63,American,7/1/2013,3809,60.63,Delayed by Carrier
John F. Kennedy International,70,American,8/1/2013,2955,42.48,Delayed by Carrier
John F. Kennedy International,53,American,9/1/2013,2095,39.51,Delayed by Carrier
John F. Kennedy International,75,American,10/1/2013,2579,34.51,Delayed by Carrier
John F. Kennedy International,54,American,11/1/2013,1541,28.4,Delayed by Carrier
LaGuardia,47,American,1/1/2013,2826,59.52,Delayed by Carrier
LaGuardia,44,American,2/1/2013,2842,64.75,Delayed by Carrier
LaGuardia,44,American,3/1/2013,2215,50.31,Delayed by Carrier
LaGuardia,82,American,4/1/2013,4439,54.22,Delayed by Carrier
LaGuardia,48,American,5/1/2013,2138,44.91,Delayed by Carrier
LaGuardia,69,American,6/1/2013,3866,55.9,Delayed by Carrier
LaGuardia,53,American,7/1/2013,3605,68.05,Delayed by Carrier
LaGuardia,51,American,8/1/2013,2105,41.06,Delayed by Carrier
LaGuardia,56,American,9/1/2013,2576,46.24,Delayed by Carrier
LaGuardia,51,American,10/1/2013,2186,42.88,Delayed by Carrier
LaGuardia,44,American,11/1/2013,1973,44.86,Delayed by Carrier
Logan International,49,American,1/1/2013,2820,57.82,Delayed by Carrier
Logan International,48,American,2/1/2013,2612,54.4,Delayed by Carrier
Logan International,44,American,3/1/2013,2460,55.45,Delayed by Carrier
Logan International,67,American,4/1/2013,4048,60.5,Delayed by Carrier
Logan International,43,American,5/1/2013,2710,62.69,Delayed by Carrier
Logan International,54,American,6/1/2013,3360,62.44,Delayed by Carrier
Logan International,52,American,7/1/2013,4163,79.58,Delayed by Carrier
Logan International,59,American,8/1/2013,3752,63.11,Delayed by Carrier
Logan International,42,American,9/1/2013,2846,68.41,Delayed by Carrier
Logan International,44,American,10/1/2013,2797,63.96,Delayed by Carrier
Logan International,51,American,11/1/2013,2481,48.6,Delayed by Carrier
Los Angeles International,71,American,1/1/2013,8782,123.73,Delayed by Carrier
Los Angeles International,50,American,2/1/2013,6501,129.07,Delayed by Carrier
Los Angeles International,58,American,3/1/2013,6904,118.53,Delayed by Carrier
Los Angeles International,74,American,4/1/2013,14146,191.39,Delayed by Carrier
Los Angeles International,72,American,5/1/2013,9366,130.82,Delayed by Carrier
Los Angeles International,65,American,6/1/2013,11098,170.28,Delayed by Carrier
Los Angeles International,71,American,7/1/2013,12277,171.71,Delayed by Carrier
Los Angeles International,48,American,8/1/2013,5975,125.55,Delayed by Carrier
Los Angeles International,75,American,9/1/2013,8295,110.59,Delayed by Carrier
Los Angeles International,47,American,10/1/2013,6810,144.04,Delayed by Carrier
Los Angeles International,65,American,11/1/2013,8530,131.6,Delayed by Carrier
McCarran International,48,American,1/1/2013,2043,42.97,Delayed by Carrier
McCarran International,47,American,2/1/2013,2836,59.9,Delayed by Carrier
McCarran International,47,American,3/1/2013,2308,49.57,Delayed by Carrier
McCarran International,79,American,4/1/2013,6172,78.16,Delayed by Carrier
McCarran International,64,American,5/1/2013,4711,73.85,Delayed by Carrier
McCarran International,55,American,6/1/2013,3728,67.88,Delayed by Carrier
McCarran International,50,American,7/1/2013,3576,71.33,Delayed by Carrier
McCarran International,46,American,8/1/2013,3209,69.19,Delayed by Carrier
McCarran International,52,American,9/1/2013,2992,57.79,Delayed by Carrier
McCarran International,51,American,10/1/2013,3173,62.51,Delayed by Carrier
McCarran International,40,American,11/1/2013,2300,56.85,Delayed by Carrier
Minneapolis-St Paul International,44,American,1/1/2013,677,15.3,Delayed by Carrier
Minneapolis-St Paul International,59,American,2/1/2013,673,11.35,Delayed by Carrier
Minneapolis-St Paul International,44,American,3/1/2013,581,13.2,Delayed by Carrier
Minneapolis-St Paul International,60,American,4/1/2013,2470,40.94,Delayed by Carrier
Minneapolis-St Paul International,49,American,5/1/2013,1118,22.8,Delayed by Carrier
