Airport Name,Minutes of Delay per Flight,Carrier Name,Date,Minutes of Delay,Number of Flights,Ontime Category
McCarran International,56,United,11/1/2013,3317,59.06,Delayed by Carrier
Minneapolis-St Paul International,63,United,1/1/2013,713,11.28,Delayed by Carrier
Minneapolis-St Paul International,67,United,2/1/2013,1347,20.02,Delayed by Carrier
Minneapolis-St Paul International,44,United,3/1/2013,510,11.56,Delayed by Carrier
Minneapolis-St Paul International,58,United,4/1/2013,930,16.12,Delayed by Carrier
Minneapolis-St Paul International,69,United,5/1/2013,959,13.92,Delayed by Carrier
Minneapolis-St Paul International,47,United,6/1/2013,332,7.11,Delayed by Carrier
Minneapolis-St Paul International,78,United,7/1/2013,454,5.82,Delayed by Carrier
Minneapolis-St Paul International,60,United,8/1/2013,680,11.24,Delayed by Carrier
Minneapolis-St Paul International,50,United,9/1/2013,683,13.76,Delayed by Carrier
Minneapolis-St Paul International,44,United,10/1/2013,554,12.7,Delayed by Carrier
Minneapolis-St Paul International,47,United,11/1/2013,668,14.22,Delayed by Carrier
Newark Liberty International,55,United,1/1/2013,6225,112.32,Delayed by Carrier
Newark Liberty International,64,United,2/1/2013,7602,119.3,Delayed by Carrier
Newark Liberty International,59,United,3/1/2013,9432,160.33,Delayed by Carrier
Newark Liberty International,71,United,4/1/2013,13591,190.32,Delayed by Carrier
Newark Liberty International,60,United,5/1/2013,11222,185.65,Delayed by Carrier
Newark Liberty International,75,United,6/1/2013,17500,234.02,Delayed by Carrier
Newark Liberty International,67,United,7/1/2013,14862,223.33,Delayed by Carrier
Newark Liberty International,56,United,8/1/2013,10018,178.22,Delayed by Carrier
Newark Liberty International,60,United,9/1/2013,7448,123.53,Delayed by Carrier
Newark Liberty International,51,United,10/1/2013,6402,125.68,Delayed by Carrier
Newark Liberty International,54,United,11/1/2013,5988,110.86,Delayed by Carrier
Orlando International,48,United,1/1/2013,3386,70.44,Delayed by Carrier
Orlando International,50,United,2/1/2013,3394,68.06,Delayed by Carrier
Orlando International,53,United,3/1/2013,3893,73.37,Delayed by Carrier
Orlando International,60,United,4/1/2013,3924,65.75,Delayed by Carrier
Orlando International,54,United,5/1/2013,2759,51.25,Delayed by Carrier
Orlando International,67,United,6/1/2013,5217,77.52,Delayed by Carrier
Orlando International,53,United,7/1/2013,4143,78.24,Delayed by Carrier
Orlando International,48,United,8/1/2013,3672,77.17,Delayed by Carrier
Orlando International,61,United,9/1/2013,2613,42.75,Delayed by Carrier
Orlando International,45,United,10/1/2013,2159,47.99,Delayed by Carrier
Orlando International,37,United,11/1/2013,1623,44.08,Delayed by Carrier
Phoenix Sky Harbor International,47,United,1/1/2013,2296,49.27,Delayed by Carrier
Phoenix Sky Harbor International,44,United,2/1/2013,1778,40.63,Delayed by Carrier
Phoenix Sky Harbor International,41,United,3/1/2013,1583,38.42,Delayed by Carrier
Phoenix Sky Harbor International,50,United,4/1/2013,2303,46.18,Delayed by Carrier
Phoenix Sky Harbor International,50,United,5/1/2013,2023,40.07,Delayed by Carrier
Phoenix Sky Harbor International,67,United,6/1/2013,2483,37.02,Delayed by Carrier
Phoenix Sky Harbor International,70,United,7/1/2013,1592,22.68,Delayed by Carrier
Phoenix Sky Harbor International,49,United,8/1/2013,1167,23.77,Delayed by Carrier
Phoenix Sky Harbor International,72,United,9/1/2013,1644,22.92,Delayed by Carrier
Phoenix Sky Harbor International,65,United,10/1/2013,1819,28.15,Delayed by Carrier
Phoenix Sky Harbor International,36,United,11/1/2013,1379,37.86,Delayed by Carrier
Salt Lake City International,59,United,1/1/2013,197,3.36,Delayed by Carrier
Salt Lake City International,29,United,2/1/2013,163,5.61,Delayed by Carrier
Salt Lake City International,39,United,3/1/2013,384,9.76,Delayed by Carrier
Salt Lake City International,66,United,4/1/2013,183,2.76,Delayed by Carrier
Salt Lake City International,71,United,5/1/2013,419,5.9,Delayed by Carrier
Salt Lake City International,67,United,6/1/2013,816,12.2,Delayed by Carrier
Salt Lake City International,56,United,7/1/2013,481,8.59,Delayed by Carrier
Salt Lake City International,57,United,8/1/2013,258,4.53,Delayed by Carrier
Salt Lake City International,77,United,9/1/2013,489,6.35,Delayed by Carrier
Salt Lake City International,51,United,10/1/2013,51,1,Delayed by Carrier
Salt Lake City International,43,United,11/1/2013,127,2.98,Delayed by Carrier
San Francisco International,60,United,1/1/2013,11136,186.4,Delayed by Carrier
San Francisco International,57,United,2/1/2013,9068,160.03,Delayed by Carrier
San Francisco International,53,United,3/1/2013,10558,199.6,Delayed by Carrier
San Francisco International,58,United,4/1/2013,13687,237.11,Delayed by Carrier
San Francisco International,59,United,5/1/2013,10915,186.22,Delayed by Carrier
San Francisco International,62,United,6/1/2013,18805,302.64,Delayed by Carrier
San Francisco International,72,United,7/1/2013,19428,269.75,Delayed by Carrier
San Francisco International,58,United,8/1/2013,16314,280.85,Delayed by Carrier
San Francisco International,67,United,9/1/2013,10291,152.9,Delayed by Carrier
San Francisco International,53,United,10/1/2013,11339,212.54,Delayed by Carrier
San Francisco International,57,United,11/1/2013,10765,188.11,Delayed by Carrier
Seattle/Tacoma International,45,United,1/1/2013,2543,56.28,Delayed by Carrier
Seattle/Tacoma International,48,United,2/1/2013,2121,44.45,Delayed by Carrier
Seattle/Tacoma International,45,United,3/1/2013,3245,71.34,Delayed by Carrier
Seattle/Tacoma International,48,United,4/1/2013,3495,72.46,Delayed by Carrier
Seattle/Tacoma International,50,United,5/1/2013,3074,61.52,Delayed by Carrier
Seattle/Tacoma International,59,United,6/1/2013,6929,117.22,Delayed by Carrier
Seattle/Tacoma International,57,United,7/1/2013,6351,111.14,Delayed by Carrier
Seattle/Tacoma International,46,United,8/1/2013,3434,75.19,Delayed by Carrier
Seattle/Tacoma International,58,United,9/1/2013,2265,39.11,Delayed by Carrier
Seattle/Tacoma International,52,United,10/1/2013,1869,35.89,Delayed by Carrier
Seattle/Tacoma International,48,United,11/1/2013,2790,58.39,Delayed by Carrier
Baltimore/Washington International,39,US Airways,1/1/2013,922,23.72,Delayed by Carrier
Baltimore/Washington International,47,US Airways,2/1/2013,675,14.33,Delayed by Carrier
Baltimore/Washington International,42,US Airways,3/1/2013,1047,25.13,Delayed by Carrier
Baltimore/Washington International,42,US Airways,4/1/2013,845,20.14,Delayed by Carrier
Baltimore/Washington International,59,US Airways,5/1/2013,1121,18.85,Delayed by Carrier
Baltimore/Washington International,48,US Airways,6/1/2013,1802,37.26,Delayed by Carrier
Baltimore/Washington International,50,US Airways,7/1/2013,1529,30.48,Delayed by Carrier
Baltimore/Washington International,46,US Airways,8/1/2013,1699,36.81,Delayed by Carrier
Baltimore/Washington International,40,US Airways,9/1/2013,788,19.94,Delayed by Carrier
Baltimore/Washington International,42,US Airways,10/1/2013,1027,24.21,Delayed by Carrier
Baltimore/Washington International,49,US Airways,11/1/2013,1419,28.93,Delayed by Carrier
Charlotte Douglas International,65,US Airways,1/1/2013,16085,249.14,Delayed by Carrier
Charlotte Douglas International,60,US Airways,2/1/2013,15033,249.05,Delayed by Carrier
Charlotte Douglas International,50,US Airways,3/1/2013,12184,243.37,Delayed by Carrier
Charlotte Douglas International,57,US Airways,4/1/2013,14503,255.91,Delayed by Carrier
Charlotte Douglas International,56,US Airways,5/1/2013,14552,259.95,Delayed by Carrier
Charlotte Douglas International,63,US Airways,6/1/2013,23225,370.55,Delayed by Carrier
Charlotte Douglas International,53,US Airways,7/1/2013,20785,391.51,Delayed by Carrier
Charlotte Douglas International,49,US Airways,8/1/2013,15648,316.52,Delayed by Carrier
Charlotte Douglas International,58,US Airways,9/1/2013,11995,208.15,Delayed by Carrier
Charlotte Douglas International,43,US Airways,10/1/2013,9029,212.28,Delayed by Carrier
Charlotte Douglas International,49,US Airways,11/1/2013,12273,249.69,Delayed by Carrier
Chicago O'Hare International,65,US Airways,1/1/2013,2550,39.49,Delayed by Carrier
Chicago O'Hare International,48,US Airways,2/1/2013,2269,47.29,Delayed by Carrier
Chicago O'Hare International,44,US Airways,3/1/2013,1910,43.19,Delayed by Carrier
Chicago O'Hare International,60,US Airways,4/1/2013,2124,35.66,Delayed by Carrier
Chicago O'Hare International,56,US Airways,5/1/2013,1974,35.27,Delayed by Carrier
Chicago O'Hare International,63,US Airways,6/1/2013,3669,58.46,Delayed by Carrier
Chicago O'Hare International,56,US Airways,7/1/2013,3955,71,Delayed by Carrier
Chicago O'Hare International,55,US Airways,8/1/2013,2738,49.97,Delayed by Carrier
Chicago O'Hare International,58,US Airways,9/1/2013,1740,29.93,Delayed by Carrier
Chicago O'Hare International,44,US Airways,10/1/2013,1629,36.66,Delayed by Carrier
Chicago O'Hare International,65,US Airways,11/1/2013,2617,40.19,Delayed by Carrier
Dallas/Fort Worth International,47,US Airways,1/1/2013,1740,36.95,Delayed by Carrier
Dallas/Fort Worth International,46,US Airways,2/1/2013,1066,22.96,Delayed by Carrier
Dallas/Fort Worth International,48,US Airways,3/1/2013,1748,36.57,Delayed by Carrier
Dallas/Fort Worth International,46,US Airways,4/1/2013,1510,33.03,Delayed by Carrier
Dallas/Fort Worth International,47,US Airways,5/1/2013,1592,33.78,Delayed by Carrier
Dallas/Fort Worth International,52,US Airways,6/1/2013,2620,50.29,Delayed by Carrier
Dallas/Fort Worth International,48,US Airways,7/1/2013,1931,40.43,Delayed by Carrier
Dallas/Fort Worth International,50,US Airways,8/1/2013,1899,37.85,Delayed by Carrier
Dallas/Fort Worth International,55,US Airways,9/1/2013,1018,18.54,Delayed by Carrier
Dallas/Fort Worth International,40,US Airways,10/1/2013,1178,29.55,Delayed by Carrier
Dallas/Fort Worth International,52,US Airways,11/1/2013,1571,30.25,Delayed by Carrier
Denver International,43,US Airways,1/1/2013,996,22.94,Delayed by Carrier
Denver International,42,US Airways,2/1/2013,668,15.88,Delayed by Carrier
Denver International,65,US Airways,3/1/2013,1574,24.32,Delayed by Carrier
Denver International,54,US Airways,4/1/2013,1272,23.58,Delayed by Carrier
Denver International,42,US Airways,5/1/2013,1173,28.13,Delayed by Carrier
Denver International,60,US Airways,6/1/2013,3027,50.27,Delayed by Carrier
Denver International,65,US Airways,7/1/2013,3405,52.12,Delayed by Carrier
Denver International,53,US Airways,8/1/2013,2314,44.03,Delayed by Carrier
Denver International,49,US Airways,9/1/2013,494,10.08,Delayed by Carrier
Denver International,45,US Airways,10/1/2013,602,13.35,Delayed by Carrier
Denver International,43,US Airways,11/1/2013,768,17.89,Delayed by Carrier
Detroit Metro Wayne County,52,US Airways,1/1/2013,746,14.38,Delayed by Carrier
Detroit Metro Wayne County,44,US Airways,2/1/2013,597,13.68,Delayed by Carrier
Detroit Metro Wayne County,39,US Airways,3/1/2013,524,13.47,Delayed by Carrier
Detroit Metro Wayne County,42,US Airways,4/1/2013,681,16.3,Delayed by Carrier
Detroit Metro Wayne County,56,US Airways,5/1/2013,803,14.36,Delayed by Carrier
Detroit Metro Wayne County,55,US Airways,6/1/2013,1362,24.59,Delayed by Carrier
Detroit Metro Wayne County,48,US Airways,7/1/2013,848,17.78,Delayed by Carrier
Detroit Metro Wayne County,35,US Airways,8/1/2013,630,18.01,Delayed by Carrier
Detroit Metro Wayne County,57,US Airways,9/1/2013,710,12.45,Delayed by Carrier
Detroit Metro Wayne County,50,US Airways,10/1/2013,962,19.28,Delayed by Carrier
Detroit Metro Wayne County,43,US Airways,11/1/2013,678,15.76,Delayed by Carrier
George Bush Intercontinental,44,US Airways,1/1/2013,827,18.72,Delayed by Carrier
George Bush Intercontinental,39,US Airways,2/1/2013,621,16.09,Delayed by Carrier
George Bush Intercontinental,44,US Airways,3/1/2013,821,18.73,Delayed by Carrier
George Bush Intercontinental,44,US Airways,4/1/2013,1092,24.78,Delayed by Carrier
George Bush Intercontinental,44,US Airways,5/1/2013,1442,32.84,Delayed by Carrier
George Bush Intercontinental,55,US Airways,6/1/2013,2032,37.23,Delayed by Carrier
George Bush Intercontinental,45,US Airways,7/1/2013,1533,34.25,Delayed by Carrier
George Bush Intercontinental,53,US Airways,8/1/2013,1976,37.2,Delayed by Carrier
George Bush Intercontinental,42,US Airways,9/1/2013,779,18.49,Delayed by Carrier
George Bush Intercontinental,43,US Airways,10/1/2013,919,21.17,Delayed by Carrier
George Bush Intercontinental,57,US Airways,11/1/2013,1942,34.25,Delayed by Carrier
Hartsfield-Jackson Atlanta,42,US Airways,1/1/2013,792,18.84,Delayed by Carrier
Hartsfield-Jackson Atlanta,52,US Airways,2/1/2013,1084,20.68,Delayed by Carrier
Hartsfield-Jackson Atlanta,46,US Airways,3/1/2013,773,16.72,Delayed by Carrier
Hartsfield-Jackson Atlanta,54,US Airways,4/1/2013,2061,38.09,Delayed by Carrier
Hartsfield-Jackson Atlanta,33,US Airways,5/1/2013,733,22,Delayed by Carrier
Hartsfield-Jackson Atlanta,51,US Airways,6/1/2013,1498,29.6,Delayed by Carrier
Hartsfield-Jackson Atlanta,61,US Airways,7/1/2013,2240,36.68,Delayed by Carrier
Hartsfield-Jackson Atlanta,42,US Airways,8/1/2013,1168,27.8,Delayed by Carrier
Hartsfield-Jackson Atlanta,44,US Airways,9/1/2013,715,16.24,Delayed by Carrier
Hartsfield-Jackson Atlanta,55,US Airways,10/1/2013,1121,20.25,Delayed by Carrier
Hartsfield-Jackson Atlanta,71,US Airways,11/1/2013,1540,21.57,Delayed by Carrier
John F. Kennedy International,43,US Airways,1/1/2013,267,6.19,Delayed by Carrier
John F. Kennedy International,51,US Airways,2/1/2013,849,16.62,Delayed by Carrier
John F. Kennedy International,75,US Airways,3/1/2013,1667,22.18,Delayed by Carrier
John F. Kennedy International,65,US Airways,4/1/2013,1062,16.29,Delayed by Carrier
John F. Kennedy International,51,US Airways,5/1/2013,1147,22.7,Delayed by Carrier
John F. Kennedy International,59,US Airways,6/1/2013,1595,27.1,Delayed by Carrier
John F. Kennedy International,52,US Airways,7/1/2013,1322,25.38,Delayed by Carrier
John F. Kennedy International,45,US Airways,8/1/2013,616,13.84,Delayed by Carrier
John F. Kennedy International,53,US Airways,9/1/2013,772,14.47,Delayed by Carrier
John F. Kennedy International,58,US Airways,10/1/2013,670,11.61,Delayed by Carrier
John F. Kennedy International,58,US Airways,11/1/2013,1551,26.89,Delayed by Carrier
LaGuardia,45,US Airways,1/1/2013,1757,38.99,Delayed by Carrier
LaGuardia,47,US Airways,2/1/2013,1230,26.12,Delayed by Carrier
LaGuardia,54,US Airways,3/1/2013,2311,42.95,Delayed by Carrier
LaGuardia,51,US Airways,4/1/2013,2840,55.68,Delayed by Carrier
LaGuardia,50,US Airways,5/1/2013,2137,42.5,Delayed by Carrier
LaGuardia,55,US Airways,6/1/2013,3857,70.27,Delayed by Carrier
LaGuardia,64,US Airways,7/1/2013,3349,52.41,Delayed by Carrier
LaGuardia,43,US Airways,8/1/2013,2329,54.18,Delayed by Carrier
LaGuardia,52,US Airways,9/1/2013,2422,46.53,Delayed by Carrier
LaGuardia,45,US Airways,10/1/2013,2167,47.9,Delayed by Carrier
LaGuardia,47,US Airways,11/1/2013,1901,40.62,Delayed by Carrier
Logan International,48,US Airways,1/1/2013,2336,48.4,Delayed by Carrier
Logan International,43,US Airways,2/1/2013,2221,51.24,Delayed by Carrier
Logan International,47,US Airways,3/1/2013,2870,60.61,Delayed by Carrier
Logan International,50,US Airways,4/1/2013,2815,56.48,Delayed by Carrier
Logan International,34,US Airways,5/1/2013,1820,53.85,Delayed by Carrier
Logan International,58,US Airways,6/1/2013,4472,77.08,Delayed by Carrier
Logan International,49,US Airways,7/1/2013,5067,102.94,Delayed by Carrier
Logan International,51,US Airways,8/1/2013,3017,59.04,Delayed by Carrier
Logan International,54,US Airways,9/1/2013,2808,51.85,Delayed by Carrier
Logan International,46,US Airways,10/1/2013,2382,51.25,Delayed by Carrier
Logan International,42,US Airways,11/1/2013,2508,59.39,Delayed by Carrier
Los Angeles International,47,US Airways,1/1/2013,1466,31.32,Delayed by Carrier
Los Angeles International,43,US Airways,2/1/2013,1392,32.49,Delayed by Carrier
Los Angeles International,46,US Airways,3/1/2013,1746,37.62,Delayed by Carrier
Los Angeles International,55,US Airways,4/1/2013,2651,48.05,Delayed by Carrier
Los Angeles International,56,US Airways,5/1/2013,2433,43.67,Delayed by Carrier
Los Angeles International,54,US Airways,6/1/2013,3228,59.87,Delayed by Carrier
Los Angeles International,52,US Airways,7/1/2013,2990,57.47,Delayed by Carrier
Los Angeles International,49,US Airways,8/1/2013,2602,52.66,Delayed by Carrier
Los Angeles International,41,US Airways,9/1/2013,824,20.33,Delayed by Carrier
Los Angeles International,49,US Airways,10/1/2013,1496,30.32,Delayed by Carrier
Los Angeles International,51,US Airways,11/1/2013,2108,41.08,Delayed by Carrier
McCarran International,49,US Airways,1/1/2013,1848,37.54,Delayed by Carrier
McCarran International,55,US Airways,2/1/2013,1815,32.82,Delayed by Carrier
McCarran International,65,US Airways,3/1/2013,2414,36.93,Delayed by Carrier
McCarran International,63,US Airways,4/1/2013,2197,34.64,Delayed by Carrier
McCarran International,54,US Airways,5/1/2013,1812,33.47,Delayed by Carrier
McCarran International,58,US Airways,6/1/2013,2678,45.83,Delayed by Carrier
McCarran International,62,US Airways,7/1/2013,3081,49.97,Delayed by Carrier
McCarran International,53,US Airways,8/1/2013,1663,31.54,Delayed by Carrier
McCarran International,68,US Airways,9/1/2013,1362,20.09,Delayed by Carrier
McCarran International,52,US Airways,10/1/2013,1429,27.54,Delayed by Carrier
McCarran International,49,US Airways,11/1/2013,1441,29.45,Delayed by Carrier
Minneapolis-St Paul International,42,US Airways,1/1/2013,750,17.81,Delayed by Carrier
Minneapolis-St Paul International,38,US Airways,2/1/2013,538,14.04,Delayed by Carrier
Minneapolis-St Paul International,39,US Airways,3/1/2013,761,19.45,Delayed by Carrier
Minneapolis-St Paul International,54,US Airways,4/1/2013,1003,18.54,Delayed by Carrier
Minneapolis-St Paul International,46,US Airways,5/1/2013,1309,28.63,Delayed by Carrier
Minneapolis-St Paul International,52,US Airways,6/1/2013,1359,26.11,Delayed by Carrier
Minneapolis-St Paul International,50,US Airways,7/1/2013,1539,31.08,Delayed by Carrier
Minneapolis-St Paul International,43,US Airways,8/1/2013,794,18.29,Delayed by Carrier
Minneapolis-St Paul International,29,US Airways,9/1/2013,447,15.61,Delayed by Carrier
Minneapolis-St Paul International,40,US Airways,10/1/2013,671,16.71,Delayed by Carrier
Minneapolis-St Paul International,51,US Airways,11/1/2013,1349,26.2,Delayed by Carrier
Newark Liberty International,62,US Airways,1/1/2013,996,15.99,Delayed by Carrier
Newark Liberty International,39,US Airways,2/1/2013,864,22.32,Delayed by Carrier
Newark Liberty International,53,US Airways,3/1/2013,1315,24.65,Delayed by Carrier
Newark Liberty International,60,US Airways,4/1/2013,2040,33.95,Delayed by Carrier
Newark Liberty International,46,US Airways,5/1/2013,1448,31.52,Delayed by Carrier
Newark Liberty International,81,US Airways,6/1/2013,3154,39.01,Delayed by Carrier
Newark Liberty International,87,US Airways,7/1/2013,3337,38.42,Delayed by Carrier
Newark Liberty International,54,US Airways,8/1/2013,1297,23.89,Delayed by Carrier
Newark Liberty International,45,US Airways,9/1/2013,766,17.13,Delayed by Carrier
Newark Liberty International,49,US Airways,10/1/2013,916,18.59,Delayed by Carrier
Newark Liberty International,48,US Airways,11/1/2013,1415,29.31,Delayed by Carrier
Orlando International,48,US Airways,1/1/2013,2126,44.52,Delayed by Carrier
Orlando International,48,US Airways,2/1/2013,2304,48.17,Delayed by Carrier
Orlando International,43,US Airways,3/1/2013,2563,59.04,Delayed by Carrier
Orlando International,59,US Airways,4/1/2013,3371,57.43,Delayed by Carrier
Orlando International,51,US Airways,5/1/2013,2415,47.81,Delayed by Carrier
Orlando International,62,US Airways,6/1/2013,4172,67.37,Delayed by Carrier
Orlando International,52,US Airways,7/1/2013,3682,70.85,Delayed by Carrier
Orlando International,53,US Airways,8/1/2013,3750,71.09,Delayed by Carrier
Orlando International,53,US Airways,9/1/2013,1065,20.05,Delayed by Carrier
Orlando International,55,US Airways,10/1/2013,2465,44.63,Delayed by Carrier
Orlando International,48,US Airways,11/1/2013,2269,47.71,Delayed by Carrier
Phoenix Sky Harbor International,73,US Airways,1/1/2013,12109,166.44,Delayed by Carrier
Phoenix Sky Harbor International,60,US Airways,2/1/2013,7094,118.87,Delayed by Carrier
Phoenix Sky Harbor International,75,US Airways,3/1/2013,11949,160.35,Delayed by Carrier
Phoenix Sky Harbor International,70,US Airways,4/1/2013,9728,138.55,Delayed by Carrier
Phoenix Sky Harbor International,71,US Airways,5/1/2013,8769,122.84,Delayed by Carrier
Phoenix Sky Harbor International,65,US Airways,6/1/2013,14449,222.08,Delayed by Carrier
Phoenix Sky Harbor International,64,US Airways,7/1/2013,14194,221.46,Delayed by Carrier
Phoenix Sky Harbor International,62,US Airways,8/1/2013,12548,202.22,Delayed by Carrier
Phoenix Sky Harbor International,66,US Airways,9/1/2013,8164,124.3,Delayed by Carrier
Phoenix Sky Harbor International,68,US Airways,10/1/2013,10207,150.1,Delayed by Carrier
Phoenix Sky Harbor International,64,US Airways,11/1/2013,8479,132.79,Delayed by Carrier
Salt Lake City International,43,US Airways,1/1/2013,369,8.58,Delayed by Carrier
Salt Lake City International,36,US Airways,2/1/2013,439,12.09,Delayed by Carrier
Salt Lake City International,46,US Airways,3/1/2013,737,16.17,Delayed by Carrier
Salt Lake City International,32,US Airways,4/1/2013,306,9.66,Delayed by Carrier
Salt Lake City International,38,US Airways,5/1/2013,388,10.16,Delayed by Carrier
Salt Lake City International,53,US Airways,6/1/2013,853,15.97,Delayed by Carrier
Salt Lake City International,71,US Airways,7/1/2013,1383,19.58,Delayed by Carrier
Salt Lake City International,61,US Airways,8/1/2013,737,12.14,Delayed by Carrier
Salt Lake City International,63,US Airways,9/1/2013,677,10.74,Delayed by Carrier
Salt Lake City International,39,US Airways,10/1/2013,551,14.28,Delayed by Carrier
Salt Lake City International,40,US Airways,11/1/2013,443,11.04,Delayed by Carrier
San Francisco International,46,US Airways,1/1/2013,1276,27.87,Delayed by Carrier
San Francisco International,47,US Airways,2/1/2013,1316,27.81,Delayed by Carrier
San Francisco International,67,US Airways,3/1/2013,1711,25.53,Delayed by Carrier
San Francisco International,68,US Airways,4/1/2013,2353,34.64,Delayed by Carrier
San Francisco International,49,US Airways,5/1/2013,1855,38.03,Delayed by Carrier
San Francisco International,68,US Airways,6/1/2013,3414,50.43,Delayed by Carrier
San Francisco International,62,US Airways,7/1/2013,3674,59.49,Delayed by Carrier
San Francisco International,46,US Airways,8/1/2013,2291,49.69,Delayed by Carrier
San Francisco International,62,US Airways,9/1/2013,1314,21.25,Delayed by Carrier
San Francisco International,62,US Airways,10/1/2013,1342,21.74,Delayed by Carrier
San Francisco International,43,US Airways,11/1/2013,913,21.45,Delayed by Carrier
Seattle/Tacoma International,70,US Airways,1/1/2013,1261,17.97,Delayed by Carrier
Seattle/Tacoma International,42,US Airways,2/1/2013,481,11.43,Delayed by Carrier
Seattle/Tacoma International,42,US Airways,3/1/2013,761,18.33,Delayed by Carrier
Seattle/Tacoma International,32,US Airways,4/1/2013,629,19.8,Delayed by Carrier
Seattle/Tacoma International,51,US Airways,5/1/2013,1191,23.32,Delayed by Carrier
Seattle/Tacoma International,51,US Airways,6/1/2013,2469,48.23,Delayed by Carrier
Seattle/Tacoma International,65,US Airways,7/1/2013,2796,43.15,Delayed by Carrier
Seattle/Tacoma International,63,US Airways,8/1/2013,1773,28.09,Delayed by Carrier
Seattle/Tacoma International,38,US Airways,9/1/2013,550,14.61,Delayed by Carrier
Seattle/Tacoma International,44,US Airways,10/1/2013,823,18.88,Delayed by Carrier
Seattle/Tacoma International,36,US Airways,11/1/2013,379,10.45,Delayed by Carrier
Chicago O'Hare International,31,Virgin,1/1/2013,82,2.68,Delayed by Carrier
Chicago O'Hare International,40,Virgin,2/1/2013,171,4.25,Delayed by Carrier
Chicago O'Hare International,36,Virgin,3/1/2013,182,5.1,Delayed by Carrier
Chicago O'Hare International,105,Virgin,4/1/2013,235,2.23,Delayed by Carrier
Chicago O'Hare International,33,Virgin,5/1/2013,317,9.51,Delayed by Carrier
Chicago O'Hare International,42,Virgin,6/1/2013,514,12.17,Delayed by Carrier
Chicago O'Hare International,71,Virgin,7/1/2013,869,12.19,Delayed by Carrier
Chicago O'Hare International,33,Virgin,8/1/2013,67,2.02,Delayed by Carrier
Chicago O'Hare International,49,Virgin,9/1/2013,53,1.08,Delayed by Carrier
Chicago O'Hare International,68,Virgin,10/1/2013,186,2.75,Delayed by Carrier
Chicago O'Hare International,46,Virgin,11/1/2013,33,0.71,Delayed by Carrier
Dallas/Fort Worth International,77,Virgin,1/1/2013,140,1.83,Delayed by Carrier
Dallas/Fort Worth International,27,Virgin,2/1/2013,50,1.85,Delayed by Carrier
Dallas/Fort Worth International,21,Virgin,3/1/2013,67,3.25,Delayed by Carrier
Dallas/Fort Worth International,64,Virgin,4/1/2013,419,6.56,Delayed by Carrier
Dallas/Fort Worth International,39,Virgin,5/1/2013,348,8.92,Delayed by Carrier
Dallas/Fort Worth International,51,Virgin,6/1/2013,399,7.75,Delayed by Carrier
Dallas/Fort Worth International,37,Virgin,7/1/2013,345,9.45,Delayed by Carrier
Dallas/Fort Worth International,32,Virgin,8/1/2013,207,6.37,Delayed by Carrier
Dallas/Fort Worth International,49,Virgin,9/1/2013,73,1.48,Delayed by Carrier
Dallas/Fort Worth International,144,Virgin,10/1/2013,242,1.68,Delayed by Carrier
Dallas/Fort Worth International,44,Virgin,11/1/2013,221,4.98,Delayed by Carrier
John F. Kennedy International,38,Virgin,1/1/2013,246,6.5,Delayed by Carrier
John F. Kennedy International,46,Virgin,2/1/2013,597,12.89,Delayed by Carrier
John F. Kennedy International,42,Virgin,3/1/2013,638,15.24,Delayed by Carrier
John F. Kennedy International,39,Virgin,4/1/2013,538,13.72,Delayed by Carrier
John F. Kennedy International,47,Virgin,5/1/2013,1741,36.95,Delayed by Carrier
John F. Kennedy International,36,Virgin,6/1/2013,859,23.71,Delayed by Carrier
John F. Kennedy International,74,Virgin,7/1/2013,1691,22.73,Delayed by Carrier
John F. Kennedy International,32,Virgin,8/1/2013,695,21.42,Delayed by Carrier
John F. Kennedy International,48,Virgin,9/1/2013,424,8.9,Delayed by Carrier
John F. Kennedy International,36,Virgin,10/1/2013,251,7.04,Delayed by Carrier
John F. Kennedy International,54,Virgin,11/1/2013,464,8.62,Delayed by Carrier
Logan International,18,Virgin,1/1/2013,22,1.2,Delayed by Carrier
Logan International,45,Virgin,2/1/2013,68,1.52,Delayed by Carrier
Logan International,29,Virgin,3/1/2013,169,5.89,Delayed by Carrier
Logan International,38,Virgin,4/1/2013,452,11.89,Delayed by Carrier
Logan International,45,Virgin,5/1/2013,471,10.5,Delayed by Carrier
Logan International,37,Virgin,6/1/2013,625,16.75,Delayed by Carrier
Logan International,44,Virgin,7/1/2013,850,19.14,Delayed by Carrier
Logan International,38,Virgin,8/1/2013,488,12.74,Delayed by Carrier
Logan International,27,Virgin,9/1/2013,171,6.27,Delayed by Carrier
Logan International,27,Virgin,10/1/2013,167,6.17,Delayed by Carrier
Logan International,213,Virgin,11/1/2013,209,0.98,Delayed by Carrier
Los Angeles International,68,Virgin,1/1/2013,920,13.62,Delayed by Carrier
Los Angeles International,48,Virgin,2/1/2013,1348,28.1,Delayed by Carrier
Los Angeles International,49,Virgin,3/1/2013,1182,24.03,Delayed by Carrier
Los Angeles International,45,Virgin,4/1/2013,1528,33.65,Delayed by Carrier
Los Angeles International,63,Virgin,5/1/2013,2767,44.1,Delayed by Carrier
Los Angeles International,53,Virgin,6/1/2013,4384,82.36,Delayed by Carrier
Los Angeles International,66,Virgin,7/1/2013,5070,77.28,Delayed by Carrier
Los Angeles International,46,Virgin,8/1/2013,2712,59.15,Delayed by Carrier
